pl_name,st_rad,pl_rade,pl_orbsmax
"Kepler-146 b",1.120000,3.40000000,0.2000000000
"Kepler-1816 b",0.677000,1.74800000,0.3564700000
"Kepler-1750 b",0.870000,4.80000000,0.6780000000
"Kepler-940 b",0.997000,3.44000000,0.3059000000
"HAT-P-4 b",1.600000,14.98643300,0.0446500000
"Kepler-215 d",0.896000,2.17700000,0.1779600000
"Kepler-105 b",1.332000,3.28000000,0.0621000000
"Kepler-168 b",1.119000,1.54000000,0.0543000000
"Kepler-758 c",1.351000,1.65000000,0.0597000000
"Kepler-250 c",0.795000,2.41000000,0.0689000000
"Kepler-24 d",1.289000,1.67000000,0.0510000000
"Kepler-306 b",0.719000,1.52000000,0.0500000000
"Kepler-189 c",0.720000,2.53000000,0.1360000000
"Kepler-332 b",0.750000,1.40000000,0.0690000000
"Kepler-394 c",1.132000,1.66000000,0.1100000000
"Kepler-1452 b",2.483000,3.19000000,0.2697000000
"Kepler-118 b",0.978000,1.67000000,0.0715000000
"Kepler-1026 b",0.773000,2.30000000,0.1959000000
"K2-3 d",0.371000,0.96000000,0.1833000000
"Kepler-166 d",0.746000,1.59000000,0.0246000000
"Kepler-939 b",0.851000,1.75000000,0.1150000000
"WASP-55 b",1.060000,14.57170000,0.0532600000
"Kepler-1672 b",1.737000,4.37000000,0.5726000000
"Kepler-435 b",2.108000,14.50100000,0.0922800000
"Kepler-656 c",0.838000,1.14400000,0.0577700000
"Kepler-1507 b",0.853000,0.81000000,0.1234000000
"Kepler-845 b",0.783000,2.10000000,0.0170000000
"Kepler-270 b",1.300000,1.83000000,0.1045000000
"Kepler-213 c",0.870000,2.10000000,0.0550000000
"Kepler-925 b",0.691000,2.26000000,0.1805000000
"Kepler-1214 b",0.845000,2.49000000,0.1280000000
"WASP-1 b",1.240000,21.63337000,0.0382000000
"K2-36 c",0.718000,3.20000000,0.0540000000
"Kepler-1246 b",0.642000,1.23000000,0.0848000000
"Kepler-126 b",1.358000,1.54000000,0.0994000000
"Kepler-222 b",0.843000,3.36000000,0.0480000000
"K2-32 c",0.845000,2.74000000,0.1399000000
"Kepler-223 b",1.017000,1.69000000,0.0730000000
"Kepler-1692 b",0.900000,1.00000000,0.0646000000
"Kepler-110 c",1.843000,3.54000000,0.2010000000
"WASP-70 A b",1.215000,13.04727600,0.0485500000
"Kepler-7 b",1.962000,17.29000000,0.0617000000
"Kepler-1828 b",0.899000,1.68000000,0.0924000000
"Kepler-774 b",1.825000,2.30100000,0.1082000000
"Kepler-931 b",0.804000,1.35000000,0.0719000000
"Kepler-1085 c",0.950000,2.92000000,0.2940000000
"HAT-P-3 b",0.850000,10.21139900,0.0387800000
"WASP-28 b",1.083000,13.66374747,0.0442000000
"Kepler-1822 b",0.702000,1.76000000,0.1416000000
"Kepler-1345 b",1.424000,2.31000000,0.2638000000
"Kepler-1248 b",1.231000,1.16000000,0.0779000000
"Kepler-298 c",0.652000,2.26000000,0.1381000000
"Kepler-124 b",0.657000,0.80000000,0.0398000000
"Kepler-261 c",0.774000,2.10000000,0.1574000000
"TOI-1798.02",0.780000,1.40822000,0.0107396700
"Kepler-285 c",0.801000,1.11000000,0.0634000000
"Kepler-1636 b",1.022000,3.22000000,1.1546000000
"Kepler-315 b",1.037000,3.77000000,0.4020000000
"Kepler-1723 b",1.010000,2.80000000,0.2249000000
"Kepler-1478 b",0.835000,1.40000000,0.1681000000
"Kepler-1868 b",0.661000,3.69000000,0.6108000000
"Kepler-1222 b",0.678000,0.69000000,0.0274000000
"Kepler-229 d",0.742000,3.62000000,0.2183000000
"Kepler-176 b",0.877000,1.41000000,0.0568000000
"HATS-9 b",1.503000,11.93758500,0.0304800000
"Kepler-1326 b",1.405000,3.44000000,0.2596000000
"Kepler-1894 c",0.901000,1.23000000,0.0576000000
"Kepler-831 b",0.911000,1.19000000,0.0585000000
"Kepler-394 c",1.101000,1.61000000,0.1080000000
"TIC 88785435 b",0.911000,5.03000000,0.0843200000
"Kepler-1565 b",0.723000,1.29000000,0.0241000000
"HIP 8152 c",0.960300,2.52442508,0.1390000000
"HD 118203 b",2.030000,12.55405838,0.0701000000
"Kepler-207 d",1.109000,2.31000000,0.0651000000
"Kepler-1325 b",0.884000,2.77000000,0.2039000000
"Kepler-181 c",0.857000,2.46000000,0.0482000000
"Kepler-266 b",1.019000,2.51000000,0.0702000000
"Kepler-236 c",0.510000,2.00000000,0.1320000000
"Kepler-1136 b",0.651000,1.53000000,0.0299000000
"Kepler-191 b",0.787000,1.34000000,0.0867000000
"Kepler-1672 b",1.230000,3.16000000,0.5431000000
"Kepler-664 b",1.046000,2.71000000,0.0374000000
"Kepler-1211 b",1.113000,3.08900000,0.0976300000
"Kepler-2000 c",0.560000,1.40000000,0.1234000000
"Kepler-1571 b",1.480000,1.61000000,0.0432000000
"Kepler-839 b",1.080000,2.51000000,0.2270000000
"Kepler-218 d",1.052000,2.78000000,0.4853000000
"Kepler-81 c",0.520000,1.87000000,0.0837000000
"Kepler-1801 c",0.981000,3.43000000,0.4572000000
"Kepler-1849 b",0.729000,2.13000000,0.2597000000
"K2-316 b",0.379000,1.33000000,0.0147000000
"Kepler-215 b",1.070000,1.71000000,0.0860000000
"Kepler-102 d",0.724000,1.34000000,0.0862400000
"Kepler-360 c",0.910000,2.19000000,0.0714000000
"Kepler-496 b",0.685000,1.97000000,0.0732000000
"Kepler-196 c",0.779000,2.22100000,0.2419900000
"Kepler-1253 b",1.222000,1.47000000,0.3133000000
"Kepler-661 b",0.693000,3.14000000,0.0591000000
"TOI-2152 A b",1.612000,14.35870428,0.0506400000
"Kepler-836 b",1.017000,2.68000000,0.1016000000
"Kepler-223 d",1.248000,3.46000000,0.1201000000
"Kepler-950 b",0.793000,6.97000000,0.3993000000
"Kepler-11 c",1.046000,2.94000000,0.1055000000
"Kepler-859 b",0.808000,3.16000000,0.1345000000
"K2-114 b",0.832000,10.59248676,0.0944000000
"Kepler-344 c",0.958000,3.19000000,0.4806000000
"Kepler-648 b",0.860000,2.87000000,0.1300000000
"Kepler-1124 b",0.433000,1.66000000,0.0305000000
"WASP-113 b",1.608000,15.79348100,0.0588500000
"Kepler-1097 b",0.753000,3.12000000,0.5791000000
"Kepler-378 c",1.818000,1.80000000,0.1826000000
"HAT-P-7 b",1.840000,16.71261900,0.0367600000
"Kepler-501 b",0.989000,4.11000000,0.0632000000
"Kepler-238 b",0.963000,1.05000000,0.0326000000
"Kepler-432 b",4.160000,12.55400000,0.3034000000
"Kepler-753 b",0.520000,1.52000000,0.0508000000
"Kepler-697 b",0.978000,4.35000000,0.0471000000
"Kepler-1729 b",0.520000,2.76000000,0.0419000000
"Kepler-421 b",0.827000,4.58300000,1.4260800000
"Kepler-1482 b",0.685000,0.83000000,0.0928000000
"Kepler-211 b",0.764000,1.22000000,0.0481300000
"TOI-5126 b",1.241000,4.74000000,0.0651900000
"Kepler-337 b",1.415000,1.30000000,0.0430000000
"Kepler-235 c",0.480000,1.22000000,0.0617000000
"KOI-351 h",1.200000,11.30000000,1.0100000000
"Kepler-1035 b",0.818000,1.00000000,0.0344000000
"Kepler-1154 c",1.022000,1.67000000,0.0837000000
"Kepler-32 c",0.530000,2.00000000,0.0900000000
"Kepler-334 b",0.999000,1.02600000,0.0612300000
"Kepler-424 b",0.946000,9.13000000,0.0419000000
"K2-3 b",0.561000,2.14000000,0.0769000000
"Kepler-58 e",1.083000,1.58000000,0.0533000000
"Kepler-1318 b",0.637000,2.85000000,0.6085000000
"HAT-P-2 b",1.640000,12.96881300,0.0688000000
"CoRoT-24 c",0.860000,5.00000000,0.0980000000
"Kepler-235 c",0.493000,1.20000000,0.0614000000
"Kepler-324 e",0.803000,1.52000000,0.1096000000
"Kepler-1849 b",0.665000,1.85000000,0.2570000000
"K2-90 b",0.619000,2.60000000,0.0960000000
"Kepler-184 b",0.860000,2.42000000,0.0907000000
"Kepler-745 b",1.220000,2.41000000,0.0915000000
"Kepler-886 b",1.100000,1.66000000,0.0700000000
"EPIC 211945201 b",1.390000,5.76000000,0.1493000000
"Kepler-725 b",0.830000,10.10000000,0.2180000000
"TrES-2 b",0.950000,12.85000000,0.0350000000
"Kepler-33 d",1.694000,4.77000000,0.1577000000
"Kepler-249 d",0.492000,1.54000000,0.0960000000
"Kepler-47 b",0.936000,3.05000000,0.2877000000
"Kepler-133 c",1.498000,2.94000000,0.1952000000
"Kepler-201 c",1.240000,2.31000000,0.5752000000
"Kepler-564 b",0.840000,4.20000000,0.0460000000
"Kepler-58 d",1.090000,2.70000000,0.2320000000
"Kepler-1118 b",0.913000,2.45000000,0.2079000000
"TOI-332 b",0.870000,3.20000000,0.0159000000
"TOI-2338 b",1.050000,11.20898070,0.1580000000
"Kepler-188 c",1.093000,3.08000000,0.0644000000
"Kepler-757 b",0.810000,1.04000000,0.0190000000
"Kepler-282 c",0.904000,1.20000000,0.1060000000
"Kepler-571 b",0.846000,2.49000000,0.0544000000
"Kepler-257 c",0.973000,4.77000000,0.0656000000
"Kepler-388 c",0.586000,0.86000000,0.0930000000
"Kepler-114 b",0.540000,1.00000000,0.0484000000
"Kepler-180 b",1.028000,1.51000000,0.1078000000
"Kepler-26 c",0.530000,2.82000000,0.1071000000
"Kepler-436 c",0.655000,2.18200000,0.1145200000
"Kepler-377 c",0.913000,1.58000000,0.1723000000
"Kepler-1802 b",0.608000,1.24000000,0.0653000000
"KOI-984 b",0.818000,4.30000000,0.0504000000
"Kepler-171 d",0.831000,1.84000000,0.2202000000
"Kepler-689 b",0.751000,2.45000000,0.1448000000
"Kepler-1226 b",1.299000,2.13000000,0.1361000000
"Kepler-301 d",0.940000,2.09000000,0.1132000000
"Kepler-143 b",1.037000,1.82000000,0.1239000000
"HD 152843 b",1.430000,3.05000000,0.1049000000
"Kepler-348 b",1.359000,1.52000000,0.0760000000
"Kepler-1048 b",0.585000,1.48000000,0.0590000000
"Kepler-859 b",0.714000,2.87000000,0.1343000000
"KOI-12 b",1.630000,16.02887000,0.1510000000
"Kepler-1468 c",1.496000,1.62000000,0.0466000000
"Kepler-199 c",0.908000,3.26400000,0.3202100000
"Kepler-197 d",1.120000,1.15000000,0.1194000000
"Kepler-293 b",0.941000,3.04000000,0.1424000000
"Kepler-223 e",1.030000,2.50000000,0.1400000000
"Kepler-414 c",0.941000,2.73000000,0.0699000000
"Kepler-1646 b",0.200000,0.97000000,0.0299000000
"Kepler-1001 b",0.852000,3.11000000,0.1128000000
"Kepler-202 c",0.720000,2.04000000,0.1147000000
"Kepler-1441 b",0.830000,1.11000000,0.2201000000
"Kepler-82 e",0.945000,2.47000000,0.0630000000
"Kepler-1456 b",0.602000,1.14000000,0.1132000000
"Kepler-1173 b",0.822000,0.93000000,0.0157000000
"Kepler-446 b",0.461000,2.61000000,0.0206000000
"Kepler-1326 b",1.405000,3.44000000,0.2596000000
"Kepler-154 f",0.971000,1.32000000,0.0871000000
"Kepler-975 c",0.700000,21.00000000,0.0510000000
"Kepler-290 d",0.759000,0.89000000,0.0154000000
"Kepler-411 b",0.759000,2.27000000,0.0380000000
"Kepler-343 b",1.047000,1.79000000,0.0853000000
"WASP-57 b",0.927000,11.76945000,0.0376900000
"Kepler-1843 b",1.700000,1.99000000,0.1680000000
"Kepler-1370 c",1.276000,1.20000000,0.0801000000
"Kepler-444 b",0.593000,0.31000000,0.0392000000
"Kepler-1643 b",0.667000,1.72000000,0.0531000000
"HATS-74 A b",0.575800,11.56766808,0.0238400000
"Kepler-146 b",1.060000,3.23000000,0.1931000000
"Kepler-407 b",1.003000,1.13000000,0.0149000000
"Kepler-183 c",0.944000,2.39000000,0.1018000000
"Kepler-808 b",0.530000,1.10000000,0.0116000000
"Kepler-517 b",1.063000,2.87000000,0.2880000000
"Kepler-256 d",1.301000,2.48000000,0.0640000000
"Kepler-577 b",0.477000,1.70000000,0.1348000000
"Kepler-100 c",1.490000,2.28000000,0.1100000000
"K2-182 b",0.793000,2.69000000,0.0526000000
"Kepler-907 b",1.327000,1.18000000,0.1236000000
"Kepler-1982 b",1.491000,1.04000000,0.0523000000
"Kepler-200 c",1.277000,1.99000000,0.0934000000
"Kepler-1530 b",1.303000,2.55000000,0.0371000000
"Kepler-580 b",0.557000,2.13000000,0.0670000000
"Kepler-311 b",1.081000,1.57000000,0.0850000000
"Kepler-1093 c",1.262000,2.08000000,0.3940000000
"Kepler-259 b",0.897000,2.70400000,0.0754100000
"HD 191939 b",0.934000,3.39512346,0.0790000000
"Kepler-736 b",0.740000,2.10000000,0.0430000000
"Kepler-104 b",1.361000,3.08000000,0.0928000000
"Kepler-881 b",1.033000,1.65000000,0.0546000000
"Kepler-1230 b",1.115000,3.41000000,0.0921000000
"Kepler-1833 b",1.370000,1.32000000,0.0742000000
"Kepler-422 b",1.237000,12.63000000,0.0813000000
"Kepler-1464 c",0.928000,0.89000000,0.0548000000
"Kepler-1511 b",1.685000,2.18000000,0.1753000000
"Kepler-606 b",1.031000,2.78000000,0.1693000000
"Kepler-402 e",1.215000,1.59000000,0.1026000000
"Kepler-897 b",0.849000,2.33000000,0.0770000000
"Kepler-310 d",0.853000,2.38000000,0.3870000000
"Kepler-1859 b",1.068000,1.29000000,0.0386000000
"Kepler-128 b",1.659000,1.20000000,0.1264000000
"Kepler-309 c",0.496000,1.87000000,0.3510000000
"Kepler-1859 c",1.068000,1.32000000,0.0464000000
"TOI-1439 b",1.618400,4.24278610,0.1920000000
"Kepler-478 b",0.837000,2.86000000,0.1005000000
"Kepler-296 b",0.480000,1.61000000,0.0790000000
"HAT-P-53 b",1.209000,14.77346200,0.0316000000
"Kepler-731 b",1.047000,13.75000000,0.0505000000
"Kepler-473 b",1.624000,5.04000000,0.1176000000
"EPIC 220674823 b",0.869000,1.52000000,0.0116000000
"Kepler-222 d",0.869000,3.69000000,0.1800000000
"Kepler-1445 b",1.092000,0.87000000,0.0949000000
"Kepler-169 b",0.939000,1.30000000,0.0407000000
"WASP-155 b",1.240000,13.45077684,0.0430000000
"Kepler-1594 b",1.010000,1.04000000,0.0391000000
"Kepler-399 c",0.682000,1.58000000,0.1558000000
"Kepler-20 d",0.880000,2.49200000,0.3492100000
"Kepler-956 b",1.012000,2.84000000,0.0596000000
"Kepler-146 c",1.021000,2.80300000,0.3626600000
"K2-324 b",0.505000,2.43000000,0.0331000000
"Kepler-783 c",0.863000,2.36000000,0.0684000000
"Kepler-169 e",1.860000,6.04000000,0.1090000000
"Kepler-592 b",0.970000,2.14000000,0.0400000000
"Kepler-1808 b",0.892000,2.36000000,0.1467000000
"Kepler-762 b",1.098000,13.01000000,0.0486000000
"Kepler-1029 b",0.700000,1.45000000,0.0470000000
"TOI-2015 b",0.333000,3.39000000,0.0301000000
"Kepler-1671 b",0.846000,1.08500000,0.0494600000
"Kepler-282 e",0.872000,2.45000000,0.2269000000
"Kepler-1482 b",0.820000,1.00000000,0.1016000000
"Kepler-1843 b",1.677000,1.92000000,0.1660000000
"Kepler-242 b",0.826000,3.01000000,0.0735000000
"HATS-28 b",0.922000,13.38354600,0.0413100000
"K2-419 A b",0.541000,10.55000000,0.1208000000
"Kepler-99 b",0.741000,1.51000000,0.0503000000
"Kepler-368 b",2.019000,3.26000000,0.1860000000
"Kepler-1976 b",1.018000,11.80100000,0.0571500000
"Kepler-1190 b",0.691000,1.26000000,0.0823000000
"Kepler-1976 b",1.025000,11.88000000,0.0587000000
"Kepler-1082 b",0.835000,0.80000000,0.0255000000
"Kepler-198 b",0.855000,2.62000000,0.1311000000
"Kepler-348 c",1.186000,1.07000000,0.1390000000
"Kepler-556 b",0.920000,2.20000000,0.1010000000
"Kepler-181 c",0.761000,2.08000000,0.0488000000
"K2-325 b",0.298000,2.20000000,0.0419000000
"Kepler-153 b",0.865000,2.87000000,0.1274000000
"Kepler-1202 b",0.838000,2.69000000,0.1790000000
"Kepler-794 b",1.087000,1.61000000,0.0972000000
"Kepler-386 c",0.746000,1.78000000,0.1541000000
"Kepler-317 b",0.941000,2.09000000,0.0610000000
"Kepler-879 b",1.022000,2.54000000,0.2012000000
"Kepler-331 d",0.492000,1.64000000,0.1590000000
"Kepler-63 b",0.886000,5.73000000,0.0858000000
"Kepler-301 d",0.900000,1.75000000,0.1120000000
"Kepler-1728 b",0.807000,2.76000000,0.0535000000
"Kepler-567 b",0.750000,2.20000000,0.1150000000
"Kepler-306 d",0.851000,2.57000000,0.1253000000
"Kepler-749 b",0.700000,2.71000000,0.1170000000
"Kepler-1190 b",0.691000,1.26000000,0.0823000000
"Kepler-80 d",0.678000,1.53000000,0.0372000000
"Kepler-154 b",0.832000,1.97000000,0.1957000000
"Kepler-1348 b",0.950000,1.63000000,0.1820000000
"Kepler-150 e",0.931000,2.95000000,0.1902000000
"Kepler-1151 b",1.010000,2.29000000,0.3120000000
"Kepler-1950 b",0.852000,1.15000000,0.0871000000
"Kepler-595 b",0.821000,3.77000000,0.1648000000
"Kepler-1279 b",1.121000,1.44000000,0.1633000000
"Kepler-84 f",1.169000,2.20000000,0.2500000000
"Kepler-122 b",1.191000,2.27000000,0.0629000000
"Kepler-104 d",1.349000,3.58000000,0.2570000000
"Kepler-717 b",0.961000,2.73000000,0.0520000000
"Kepler-1828 b",0.850000,1.90000000,0.0910000000
"Kepler-127 c",1.359000,2.42000000,0.2001000000
"Kepler-373 b",1.100000,1.75000000,0.0601000000
"Kepler-527 b",1.170000,2.50000000,0.1170000000
"Kepler-888 b",1.147000,2.26000000,0.3341000000
"Kepler-1005 b",1.040000,1.56000000,0.0690000000
"Kepler-269 c",0.921000,1.62000000,0.0796000000
"Kepler-341 d",1.185000,2.30600000,0.1776800000
"Kepler-245 e",0.874000,1.92000000,0.0397000000
"Kepler-24 b",1.084000,3.09800000,0.0804500000
"Kepler-652 b",0.898000,2.58000000,0.0490000000
"Kepler-1451 b",0.871000,2.90000000,0.2097000000
"Kepler-299 d",0.916000,1.73000000,0.1197000000
"Kepler-294 c",0.903000,2.54000000,0.0692000000
"Kepler-1947 b",1.686000,1.40000000,0.0711000000
"Kepler-1054 b",1.030000,1.99000000,0.0540000000
"Kepler-907 b",1.041000,1.07000000,0.1240000000
"Kepler-359 d",1.049000,29.77000000,0.3670000000
"Kepler-418 c",1.077000,4.90300000,0.1063200000
"Kepler-746 b",1.061000,1.26000000,0.0437000000
"Kepler-1542 d",1.190000,1.03000000,0.0616000000
"Kepler-1440 b",1.073000,1.39000000,0.2245000000
"Kepler-1755 b",0.980000,5.80000000,0.1700000000
"Kepler-133 c",1.425000,2.84000000,0.2040000000
"Kepler-143 c",1.037000,2.36000000,0.1759000000
"Kepler-1720 b",0.850000,3.17000000,0.1043000000
"Kepler-364 c",1.383000,2.81000000,0.3108000000
"Kepler-106 d",1.029000,0.99000000,0.1597000000
"Kepler-1438 b",1.248000,1.24000000,0.0346000000
"Kepler-1385 b",1.331000,0.84000000,0.0415000000
"Kepler-1164 b",0.832000,1.22000000,0.0456000000
"Kepler-1418 b",0.568000,1.32000000,0.1309000000
"Kepler-985 b",0.997000,3.53000000,0.4636000000
"Kepler-1682 b",0.942000,3.47000000,0.1152000000
"Kepler-1381 b",0.980000,2.40000000,0.1730000000
"Kepler-1994 b",0.924000,0.55000000,0.0509000000
"Kepler-1665 b",0.760000,2.30000000,0.0930000000
"Kepler-309 b",0.490000,1.12000000,0.0513200000
"Kepler-770 c",0.810000,1.01000000,0.0250000000
"Kepler-249 b",0.492000,1.20000000,0.0350000000
"Kepler-200 b",1.277000,2.92000000,0.0832000000
"Kepler-133 c",1.498000,2.94000000,0.1952000000
"Kepler-357 d",0.834000,3.43000000,0.2460000000
"Kepler-296 f",0.480000,1.80000000,0.2550000000
"Kepler-221 e",0.810000,3.05000000,0.1270000000
"Kepler-83 b",0.520000,2.37000000,0.0729000000
"Kepler-251 d",0.890000,2.77000000,0.1820000000
"Kepler-291 b",1.184000,2.60500000,0.0458800000
"Kepler-1996 b",0.675000,2.26000000,0.1789000000
"Kepler-334 b",1.068000,1.12000000,0.0610000000
"HD 202772 A b",2.554000,18.23701160,0.0520800000
"Kepler-662 b",0.687000,2.50000000,0.1360000000
"Kepler-715 b",0.950000,3.10000000,0.0920000000
"Kepler-1087 b",1.158000,0.82000000,0.0154000000
"Kepler-380 b",1.340000,1.36000000,0.0510000000
"Kepler-956 b",0.980000,2.42000000,0.0600000000
"Kepler-265 b",0.983000,1.66000000,0.0716000000
"Kepler-311 d",1.139000,2.11600000,0.7378300000
"Kepler-255 c",0.800000,2.90000000,0.0870000000
"Kepler-163 b",1.071000,1.36000000,0.0739000000
"Kepler-127 d",1.270000,2.51000000,0.2820000000
"K2-357 b",1.000000,3.72000000,0.1450000000
"TOI-1806.01",0.401575,3.40953670,0.0877350440
"Kepler-385 d",1.153000,2.46000000,0.2967000000
"K2-32 c",0.920000,3.32000000,0.1412000000
"Kepler-21 b",1.860000,1.63540000,0.0425070000
"Kepler-1435 b",1.339000,0.94000000,0.0568000000
"Kepler-576 b",1.218000,4.06000000,0.1892000000
"Kepler-306 b",0.851000,1.82000000,0.0521000000
"Kepler-1989 b",1.060000,4.42000000,0.0918000000
"Kepler-927 b",1.028000,1.78000000,0.0866000000
"Kepler-1027 b",0.824000,0.91000000,0.0295000000
"Kepler-1179 b",0.829000,1.46000000,0.0346000000
"Kepler-769 c",1.020000,2.20000000,0.1280000000
"Kepler-295 d",0.940000,1.72000000,0.1970000000
"Kepler-922 b",0.989000,1.48000000,0.0186000000
"Kepler-1576 b",0.917000,0.85300000,0.0721100000
"Kepler-603 b",1.247000,2.75000000,0.1502000000
"Kepler-26 b",0.530000,2.89000000,0.0854000000
"Kepler-1305 b",0.895000,1.75000000,0.1109000000
"Kepler-1250 b",1.096000,2.07000000,0.0393000000
"Kepler-1455 b",0.541000,1.97000000,0.2153000000
"Kepler-383 c",0.699000,1.39000000,0.1709000000
"Kepler-1496 b",1.395000,2.12000000,0.3211000000
"Kepler-1671 b",0.821000,1.05000000,0.0464000000
"Kepler-1883 b",1.020000,3.23000000,0.4436000000
"Kepler-186 f",0.460000,1.06000000,0.3931000000
"Kepler-316 b",0.554000,1.19000000,0.0277000000
"Kepler-212 b",1.448000,1.11000000,0.1325800000
"Kepler-139 b",1.300000,2.94000000,0.1270000000
"Kepler-180 b",1.040000,1.52000000,0.1090000000
"Kepler-1035 b",1.332000,1.63200000,0.0388300000
"Kepler-953 b",1.039000,4.61000000,0.4000000000
"Kepler-228 b",0.972000,1.56000000,0.0374000000
"Kepler-145 c",1.850000,3.83000000,0.2627000000
"Kepler-1422 b",0.780000,1.23000000,0.1410000000
"Kepler-525 b",1.614000,3.64000000,0.1396000000
"Kepler-412 b",1.124000,12.53000000,0.0297000000
"Kepler-295 c",2.271000,3.07000000,0.1577200000
"Kepler-49 e",0.510000,1.30000000,0.1119000000
"Kepler-1522 b",0.842000,1.51000000,0.0288000000
"Kepler-268 b",1.131000,2.35000000,0.1760000000
"Kepler-520 b",1.030000,1.57000000,0.1487000000
"Kepler-83 b",0.520000,2.37000000,0.0729000000
"Kepler-1483 b",1.013000,1.07000000,0.0899000000
"Kepler-926 b",0.802000,1.82000000,0.2616000000
"Kepler-226 b",0.806000,1.59000000,0.0469000000
"Kepler-955 b",0.860000,3.40000000,0.1080000000
"Kepler-6 b",1.261000,13.10332100,0.0444800000
"Kepler-178 c",1.050000,3.40000000,0.1410000000
"KOI-984 b",0.815000,2.29000000,0.0501000000
"Kepler-1297 b",1.035000,0.98000000,0.0275000000
"Kepler-1422 b",1.298000,2.11000000,0.1505000000
"Kepler-367 b",0.705000,1.21000000,0.2016000000
"Kepler-1422 b",1.298000,2.11000000,0.1505000000
"Kepler-983 b",1.020000,2.12000000,0.3100000000
"Kepler-1710 b",0.899000,2.62000000,0.1159000000
"Kepler-355 b",1.030000,1.59000000,0.1000000000
"Kepler-1362 b",0.675000,2.35000000,0.4626000000
"Kepler-247 c",0.788000,4.32500000,0.0840400000
"Kepler-286 e",0.908000,1.79000000,0.1857000000
"Kepler-437 b",0.679000,1.56000000,0.2875000000
"Kepler-1479 b",1.170000,2.17800000,0.1134100000
"Kepler-1978 b",0.779000,3.17000000,0.0915000000
"Kepler-1868 b",0.650000,3.60000000,0.6080000000
"Kepler-7 b",1.969000,17.95681800,0.0613000000
"Kepler-84 d",1.022000,1.30000000,0.0512000000
"Kepler-1209 b",1.248000,1.33600000,0.1751500000
"TOI-4342 b",0.599000,2.26600000,0.0525100000
"Kepler-149 b",0.832000,3.77000000,0.1757000000
"Kepler-724 b",0.944000,3.63000000,0.0433000000
"Kepler-281 c",0.884000,5.30000000,0.2137000000
"Kepler-602 b",1.000000,1.92000000,0.1240000000
"Kepler-142 c",1.243000,2.78000000,0.0542000000
"Kepler-260 b",0.832000,2.09000000,0.0776000000
"Kepler-982 b",1.531000,2.72000000,0.1291000000
"Kepler-1349 b",1.360000,0.69000000,0.0338000000
"Kepler-20 f",0.925000,0.99000000,0.1362000000
"Kepler-575 b",0.808000,2.03000000,0.0788000000
"Kepler-629 b",0.819000,1.33800000,0.0710700000
"KOI-1599.01",0.972000,1.76000000,0.1473000000
"Kepler-136 c",1.355000,1.99000000,0.1330000000
"Kepler-1291 b",0.765000,1.57000000,0.0778000000
"Kepler-252 b",0.590000,1.20000000,0.0588000000
"Kepler-281 c",0.884000,5.39000000,0.2137000000
"Kepler-284 c",0.827000,2.80000000,0.2125000000
"Kepler-426 b",0.903000,11.68000000,0.0420000000
"Kepler-330 b",0.743000,1.31000000,0.0748000000
"Kepler-6 b",1.291000,13.41000000,0.0435000000
"Kepler-1377 b",0.874000,1.22000000,0.0153000000
"Kepler-510 b",1.360000,2.45000000,0.1340000000
"Kepler-1374 b",0.827000,2.39000000,0.0918000000
"Kepler-1985 b",0.906000,1.81000000,0.0433000000
"Kepler-255 b",0.933000,1.55000000,0.0630000000
"HATS-60 b",1.460000,12.92397700,0.0470800000
"Kepler-857 b",0.830000,6.10000000,0.3710000000
"K2-157 b",0.860000,0.93500000,0.0096200000
"Kepler-340 c",3.177000,5.69000000,0.2001000000
"Kepler-439 b",0.866000,2.24000000,0.5630000000
"Kepler-821 b",0.815000,1.28000000,0.0290000000
"Kepler-24 c",1.240000,4.12000000,0.1003000000
"Kepler-1473 b",1.040000,1.15000000,0.1160000000
"Kepler-168 c",1.119000,2.79000000,0.1125000000
"Kepler-226 d",0.806000,1.19000000,0.0759000000
"Kepler-685 b",0.990000,8.70000000,0.0260000000
"Kepler-144 c",1.235000,1.35000000,0.0940000000
"Kepler-11 b",1.046000,1.85000000,0.0903000000
"Kepler-147 b",1.468000,1.53000000,0.1130000000
"Kepler-934 b",0.935000,2.53000000,0.2709000000
"Kepler-847 b",0.657000,1.01000000,0.0300000000
"Kepler-182 c",1.145000,3.69000000,0.1565000000
"Kepler-309 c",0.490000,1.71000000,0.3496600000
"Kepler-1464 b",1.620000,2.66400000,0.2006600000
"Kepler-1972 b",2.193000,0.98000000,0.0794000000
"Kepler-1162 b",0.834000,2.22000000,0.1940000000
"TOI-4443.01",1.017330,1.71932650,0.0299626450
"Kepler-293 b",0.850000,2.60000000,0.1380000000
"Kepler-712 c",0.737000,4.59400000,0.6647900000
"Kepler-1153 b",0.829000,1.94000000,0.0277000000
"Kepler-1679 b",0.899000,2.18000000,0.0892000000
"Kepler-396 c",1.060000,6.07000000,0.3685000000
"Kepler-220 b",0.666000,0.81000000,0.0460000000
"Kepler-1023 b",1.621000,5.14000000,0.3010000000
"TOI-4438 b",0.372000,2.52000000,0.0534000000
"Kepler-1279 b",1.121000,1.44000000,0.1633000000
"Kepler-523 b",0.836000,1.93000000,0.0621000000
"TOI-1798.02",0.780000,1.46400000,0.0107890000
"Kepler-1523 b",0.923000,1.55000000,0.0189000000
"Kepler-1871 b",0.900000,2.30000000,0.0300000000
